gene	0h	3h	12h	24h	48h
Fem1c	7.504316059	7.820546927	7.554187422	7.515827026	7.575542603
A530053G22Rik	2.178882688	2.181012263	2.1313001	2.067607656	2.250113504
affy_1419842_at	2.799483574	3.083276485	2.954152924	2.789196673	2.870755259
affy_1443324_at	5.052166899	4.683124662	4.479950953	4.842259127	5.123468319
9130000000000000.0	2.856119622	2.995408634	2.909676946	3.120019397	2.927433139
Ldb3	3.180648048	3.143891504	3.154505971	3.11793523	3.251961742
Six1	2.495867615	2.315689911	2.41147072	2.432212218	2.567197774
Itgbl1	2.801668763	2.734962179	2.748152605	2.868164981	2.873021602
4921509B22Rik	2.684158465	2.742212777	2.644479063	2.692159354	2.75551428
affy_1442448_at	6.363098459	6.255624214	6.247544991	6.328174325	6.434503235
Ubtf	7.497474967	7.833851046	7.75415249	7.528291307	7.56888073
1700102P08Rik	3.020499396	2.958706589	3.08635014	3.052661395	3.091993325
4930488N15Rik	2.424278816	2.517447672	2.478661694	2.606297953	2.495789225
Kcna1	2.633466325	2.929892631	2.726112743	2.874400886	2.70501339
affy_1459304_at	2.944049803	3.028657202	2.882797875	3.011080641	3.015615466
4933404K08Rik	2.839011057	2.827033401	3.012697512	2.888383285	2.910641788
Ucp1	3.033057466	3.062964323	3.023203032	3.013792224	3.104706921
Plekhg4	3.498676869	3.743727752	3.696584295	3.549400771	3.570330719
affy_1419880_x_at	7.25092032	7.121292606	7.313646381	7.274830362	7.322596337
4930521I23Rik	6.037357283	6.185980295	6.007210911	5.984856009	6.10904351
Ptgdr	4.585014244	4.772561316	4.758334205	4.488427695	4.656728172
Pts	5.725156504	5.470278804	5.33547721	5.963129944	5.796907263
affy_1451963_at	2.390325146	2.361416836	2.510033148	2.346984243	2.462128548
Asb16	4.603437173	4.678895113	4.650923736	4.573231091	4.675264511
affy_1449625_at	4.442657793	4.504105255	4.5275955	4.522299312	4.514505912
2610301K12Rik	5.180136525	5.444942811	5.483598971	5.438641924	5.251992948
C030011I16Rik	2.446866112	2.437711783	2.425751902	2.576363826	2.518727834
Vapb	6.108120811	5.740094306	6.04453409	6.551616876	6.180105691
Gabra1	2.376072049	2.376471271	2.431982796	2.377068713	2.448087892
Lamc2	3.378006307	3.458013865	3.50037787	3.286882054	3.450043487
1700031F13Rik	2.056163	2.207324845	2.090807164	2.049626177	2.128217352
D17Ertd663e	2.674491719	2.619655853	2.764589125	2.752858225	2.746558486
affy_1444946_at	2.503610788	2.658574934	2.553104478	2.663762368	2.575694383
Anxa8	3.503073811	3.653129783	3.675008913	3.589139797	3.575173843
Isl2	4.971780881	4.815425523	4.961834947	4.970157004	5.043902569
affy_1443024_at	2.662106934	2.694406875	2.850280004	2.659516427	2.734331521
Defb35	2.647475609	2.525803215	2.613151419	2.848815269	2.71973011
A930006A01Rik	2.330707514	2.379893476	2.328160454	2.15473534	2.402975033
2900084O13Rik	2.607992068	2.683881422	2.36499702	2.567069074	2.680264525
3110099E03Rik	2.435339879	2.346254627	2.485836069	2.466452889	2.507655022
2900011L18Rik	3.260627417	3.293786945	3.209088189	3.298806638	3.332943142
affy_1420254_at	2.063762682	1.907920784	1.829709547	1.845222054	2.136082122
Clec1a	3.1446388	2.872661051	3.030552138	3.124287807	3.2169703
Mobp	2.551857627	2.739469913	2.667760974	2.512908317	2.624227183
4930553P13Rik	3.546406011	3.662474694	3.521141166	3.458253899	3.618798691
affy_1420292_x_at	2.136075231	2.266372613	2.156364079	2.290188211	2.208541734
affy_1445618_at	4.199319409	3.758131894	3.869368244	3.964053641	4.271803115
affy_1446791_at	2.450671489	2.664294643	2.562363947	2.503760718	2.523180453
Pxmp3	6.985852325	7.202559796	6.860553057	7.013774037	7.058383137
2900012M01Rik	2.546606667	2.73817787	2.850511946	2.806054449	2.619138029
affy_1445488_at	2.496504595	2.516001444	2.365732067	2.553481587	2.569077151
1700007F19Rik	2.827363393	2.81928942	2.973609286	2.815664668	2.899951761
affy_1447249_at	4.934551113	4.886841182	4.821616838	4.927567093	5.007168896
Tmem128	9.579674287	9.60619595	9.472615832	9.887083168	9.652292122
Frzb	2.438361571	2.561360711	2.588423936	2.480806857	2.511020408
Syn3	4.458255012	4.366050921	4.504814819	4.52458459	4.530920064
5830461L22Rik	3.036586266	2.975714385	3.02101815	3.064882431	3.109262134
Ibsp	2.230858822	2.356890282	2.242290407	2.325799153	2.303535256
Sema4f	3.287585757	3.313819286	3.305911484	3.318971865	3.360280451
9430024F10Rik	3.859288721	3.955769158	3.905344274	3.871345692	3.931993019
affy_1443735_at	2.144709842	2.313020276	2.160943193	2.364623125	2.217416382
affy_1446494_at	3.397173327	3.607569884	3.316530481	3.593437437	3.469981594
Cox8c	5.404299146	5.557463	5.502446752	5.657325249	5.477115119
Fxr2h	6.799429418	6.998850323	7.019556246	6.651840452	6.872277778
Zbtb8	3.092055576	3.156233741	2.960410683	3.076167292	3.164912675
Fut10	4.716036518	4.153823926	4.500342118	4.636229615	4.78893622
affy_1445926_at	3.087245015	3.087135726	3.109921712	3.161271817	3.160171743
affy_1459064_at	1.957469142	2.102056576	1.979765443	2.016877922	2.030428941
4933413J09Rik	4.573166723	4.601974898	4.506744324	4.587036312	4.646165203
affy_1454019_at	4.065936893	3.845711833	3.953169531	3.972981187	4.138940081
RP23-273O7.4	2.851521743	2.94802397	2.905705229	2.769211464	2.924617532
Mmp16	2.606171031	2.656035933	2.670139558	2.651747555	2.679277563
Ppfibp1	4.473552568	4.691698543	4.765592135	4.659306079	4.546668233
Spi15	4.65705901	4.737829248	4.850700956	4.928403083	4.730245499
BC011487	3.865777358	3.747480264	3.60818234	3.785976623	3.938966725
Clec1b	2.75301849	2.617369107	2.659550566	2.723061549	2.826210484
Tshr	2.598203377	2.666652931	2.533692174	2.637439812	2.671409893
1700001L05Rik	3.857274165	3.922981746	3.886299543	3.992111616	3.930494195
Slc22a18	4.863324192	4.688491775	4.713782864	4.870699686	4.936577652
Rac3	4.871991883	5.069519866	5.030653623	5.06651668	4.945269658
4930533B18Rik	2.148872033	2.167930769	2.252794957	2.190939028	2.222195149
B4galt5	5.317131111	5.404486022	5.473076902	5.435097311	5.390552753
affy_1446456_at	4.910864701	4.895811262	4.7853565	5.166398187	4.984289402
Als2cl	3.554051109	3.412364076	3.628447014	3.548428515	3.627506095
Plb1	3.25724751	3.368194007	3.273025355	3.39256803	3.330702871
affy_1438146_x_at	2.337168676	2.400939807	2.544723388	2.413971207	2.410674614
Rnf151	4.42813056	4.696876695	4.626641506	4.660514374	4.501688286
Ipo8	4.811102993	4.932779724	4.990693601	4.953418222	4.884668789
0610008F07Rik	4.901901621	5.038640649	5.152436903	4.987584321	4.975469941
Med8	6.397113256	6.603774044	6.58518457	6.556682797	6.470691028
Ephb1	3.386040193	3.630820133	3.581052349	3.727630001	3.459637943
Olfr74	2.458975285	2.379011826	2.499113638	2.392557393	2.5326468
affy_1441043_at	2.94875342	3.15956272	3.080143165	2.981499615	3.022474079
affy_1443663_at	3.119246543	3.21996742	3.131723465	2.942651823	3.193003283
Gorasp2	8.036963039	8.452265078	8.53424371	8.489596433	8.110726872
Pcolce2	2.448253552	2.510254151	2.375947465	2.486762921	2.522032725
4921527H02Rik	3.369139865	3.490345163	3.401800909	3.288924405	3.442983367
affy_1438308_at	3.500599128	3.460084893	3.553948558	3.571963299	3.574474861
Corin	2.04681674	2.229172155	2.094713154	2.224060181	2.12076908
Mds1	3.502387793	3.324145305	3.560136304	3.605572504	3.576343257
2610028E06Rik	2.651520149	2.498558866	2.393496481	2.53232697	2.725480023
6430710C18Rik	2.265605009	2.354489417	2.362759835	2.350120735	2.339659476
affy_1447351_x_at	1.953232714	2.017651608	1.961043858	2.023236419	2.027297165
Pde6h	3.404187788	3.527901196	3.618318664	3.466217962	3.478265048
affy_1457862_at	1.881429897	2.048120543	1.795637903	1.883934252	1.955518821
affy_1444696_at	4.787027314	4.668460657	4.664964113	4.984164156	4.861183995
Gjb2	3.637241526	3.584308977	3.889091971	3.839167629	3.711406274
2600003E23Rik	3.331246593	3.781308143	4.154773013	3.514151847	3.405416147
Ugt2b36	2.590970489	2.596496243	2.652653224	2.588724301	2.665149487
Cxcl13	3.809485218	3.842733228	3.925884841	3.881196472	3.883706209
Gmppa	7.809271792	7.278974099	7.302051275	8.100761378	7.883553157
Pramel1	4.181767045	4.197516608	4.146996412	4.220284468	4.256132544
Ldb2	2.363418437	2.48802777	2.513831296	2.425640058	2.437827973
Cyp2d9	3.771983985	3.840029472	3.53994986	3.875248599	3.846481021
Fscn2	3.39214777	3.52732724	3.336289365	3.482882106	3.466658857
2900034C19Rik	3.701072158	3.482742219	3.721059364	3.668282215	3.775747551
Atp13a4	2.410456063	2.578734936	2.488384633	2.355318887	2.485132144
3300002P09Rik	3.34699254	3.592760278	3.455665322	3.527903163	3.421748183
2610200G18Rik	4.679960199	4.596443598	4.76854417	4.647798363	4.754717085
Mchr1	5.231043353	5.419224854	5.379054001	5.370700472	5.305808703
Plekhh2	2.784381927	2.826200161	2.712048667	2.718724714	2.859156725
Slc39a7	8.652855977	8.245556225	8.862562436	9.305676675	8.72764785
Cdc42bpa	3.291784929	3.088392058	3.094607341	2.893596324	3.366613238
4930540E01Rik	2.862956762	2.930966499	2.890922143	2.903939216	2.937861056
Ecm2	2.617771998	2.558470043	2.550079487	2.613242826	2.692700346
2610209A20Rik	6.503021541	6.591240916	6.316061981	6.773342435	6.57797294
1200009O22Rik	3.999863711	4.01119054	3.960403967	3.82673443	4.074836385
affy_1446792_at	1.957244909	1.918931162	1.962884428	1.961703227	2.032260704
4933425B16Rik	2.94106409	2.718145123	2.820090227	3.085044298	3.016130454
AU022479	1.963586831	2.009706484	2.228344185	2.097791539	2.038659038
Kcng4	3.434339203	3.547129773	3.563131015	3.365183533	3.509503726
C76411	3.527872645	3.502540872	3.428954048	3.288112797	3.603100202
affy_1439982_at	2.599962246	2.592217081	2.973165371	2.648800678	2.675209108
4833438C02Rik	5.207923656	5.307270748	5.04015558	5.590837478	5.283182243
1700025H01Rik	2.649620946	2.819505432	2.681881005	2.782767103	2.724906312
5730593N15Rik	3.867564547	3.619611017	3.740362661	3.755266411	3.942871523
affy_1449776_at	3.572459734	3.904025414	3.83923552	3.844079452	3.647789824
1700121K02Rik	3.709561064	3.88068684	3.883891487	3.881585922	3.784892996
AI596198	2.233548638	2.023427455	2.124960604	2.083733304	2.308881324
Cacng6	2.730076289	2.77324564	2.862470589	2.768452505	2.805427599
affy_1445254_at	2.356132104	2.573857412	2.5326719	2.522258802	2.431585044
affy_1428055_at	2.107219298	2.249719312	2.196119495	2.037021514	2.182690727
LOC433386	2.975786718	2.888667798	3.198105194	2.884012013	3.051273946
Cog2	7.303910991	7.698126822	7.469545631	7.43192215	7.379399164
affy_1441983_at	2.066364466	2.108874503	2.165916654	2.17637615	2.141935055
2900011F02Rik	3.340485099	3.32091717	3.343211195	3.413477745	3.416059839
Omd	2.642623749	3.053580223	2.871574179	2.719735366	2.718225775
affy_1459629_at	2.198181895	2.267637574	2.166016206	2.11606784	2.273795406
C1qc	3.24924639	3.078932823	3.016996561	3.064167549	3.324861514
Otoa	3.824722561	3.848914847	3.677617959	3.691747178	3.900391872
affy_1445563_at	2.087899956	2.064127158	2.073105827	2.065772108	2.163607576
Lsm10	8.321081059	7.61776142	7.847797548	8.41103899	8.396803127
Gli3	2.814221796	2.640333078	2.676046173	2.624641995	2.889962328
affy_1440628_at	3.001805576	3.160046977	3.230942833	3.250855631	3.077548426
D6Ertd456e	2.577514359	2.373074716	2.664999733	2.510359388	2.653261736
2410024N13Rik	1.846162839	1.856145845	1.907021572	1.90966175	1.921914895
LOC552873	2.983222024	2.942565519	2.973822591	3.02820918	3.058994575
Cfdp1	4.111779103	4.338212958	4.340635061	3.951103612	4.187597245
BB164513	2.010234782	2.117585017	1.83209623	2.108058782	2.086065958
Robo3	3.019905596	3.465744589	3.554730836	3.295706963	3.095749175
affy_1445231_at	4.76924684	4.768998484	4.692237796	4.830117971	4.845105187
Dbccr1	2.216480917	2.446991667	2.410286546	2.310718817	2.292341338
E130018N17Rik	3.560387697	3.478841382	3.544417334	3.470785418	3.636270804
affy_1440136_at	4.663454352	4.302685835	4.316422691	4.380423841	4.739362116
Pkdrej	3.70965282	3.637479042	3.59790049	3.704806899	3.785617052
Fndc1	4.177219009	4.170509582	4.143290019	3.916494068	4.253186963
affy_1459747_at	3.437078467	3.432200068	3.448976756	3.669960931	3.513072792
4930505M18Rik	3.373594299	3.629993086	3.136665484	3.314066745	3.449593904
Slc26a4	3.173281827	3.11816713	3.2267901	2.967958947	3.249345546
5330421C15Rik	4.198479274	4.34237021	3.988554449	3.910671132	4.274606364
D15Ertd509e	3.647279707	2.908351541	3.236505602	3.233150924	3.723432587
Klf15	3.778220555	3.84424893	3.776073021	3.865701524	3.854460289
affy_1444941_at	2.373476046	2.318878639	2.41053215	2.365978171	2.449761035
D3Ertd508e	2.748649771	2.9645108	2.963620517	2.783372588	2.824947973
B3gat2	2.07010266	2.201869342	2.215448365	2.127468591	2.146417288
Scrg1	2.799815711	2.91605124	2.893377048	2.99566592	2.876248593
affy_1442407_at	2.561609239	2.39236807	2.27073695	2.259808326	2.638174182
Yap1	3.42531555	3.377940342	3.490952187	3.4011163	3.501898028
Rnf180	2.665906819	2.796651025	2.722092661	2.84667847	2.742498305
affy_1432620_at	4.096110922	4.04522403	4.121581734	4.208585707	4.172731557
Rasl12	4.199534035	4.207038762	4.285143808	4.241153931	4.276156433
Arhgef16	4.062123606	4.127659551	4.036229541	3.991805889	4.138751916
Kynu	2.612117217	2.630010938	2.664536879	2.544352564	2.688778748
D230012E17Rik	2.243403453	2.236541957	2.178379615	2.240112427	2.32008899
Lrfn1	5.348270189	5.397637165	5.367865793	5.262788889	5.425014493
Jarid1b	3.124911651	3.233218385	3.188433549	3.112867605	3.201670968
4930579G18Rik	3.988305986	4.011771144	3.864227867	4.177602425	4.065068789
Lrp2	2.509989596	2.586227724	2.60122882	2.55860533	2.586795523
affy_1445168_at	3.101840029	3.021023127	3.247437109	3.050385907	3.178661786
affy_1443661_at	3.005961213	3.138733013	3.162018747	3.215942346	3.082807388
Olfml1	2.726917572	2.792391314	2.310388382	2.587497691	2.803802022
Agbl3	2.719270189	2.91947758	3.024227494	2.986009854	2.796228988
affy_1442419_at	2.715525647	2.821699209	2.813952918	2.643768641	2.792517999
affy_1444577_x_at	5.26402438	5.312101911	5.196830757	5.251659706	5.341028625
Dhx8	7.639691562	8.319057395	8.213247934	7.932149725	7.716706197
Plau	3.02736672	3.047596536	3.55450617	3.087365619	3.104420974
Stra6	4.570750209	4.585128539	4.526194041	4.562290166	4.647823563
Gna-rs1	5.518769065	5.912013915	6.049759311	5.752204886	5.595862795
4921521F21Rik	2.802223782	2.851389372	2.835190023	2.702657385	2.879428556
affy_1447173_at	2.118706416	2.165756486	1.97185148	2.065197217	2.195925863
4832441B07Rik	2.779406999	2.905397081	2.912591376	2.938302849	2.856712054
Ppm1h	2.803396075	2.960800899	2.757134371	3.024578607	2.880703689
affy_1443122_at	2.853893836	2.930752467	2.785812161	2.853564254	2.931212525
Trappc3	7.78747874	7.447934745	7.965170502	7.949823785	7.864818448
AU015836	4.352509611	4.268632058	4.28516198	4.505319959	4.429909796
Sntb1	4.302844132	4.479032833	4.251352074	4.333777266	4.380245418
5830442K09Rik	2.781030846	2.791588759	2.698098546	2.784474061	2.858467196
Cmkor1	2.069298274	2.063938698	2.197063056	2.40784547	2.146777078
C80406	2.889578006	2.833094186	2.831424685	2.783238278	2.96708284
2610306M01Rik	5.294033051	5.14202655	5.09891935	5.487941438	5.371539867
Gcg	2.153751114	2.178088052	2.31738519	2.051240206	2.231296357
affy_1441388_at	2.722248438	2.828204168	2.759843579	2.726059043	2.799812513
B230325K18Rik	3.093376157	4.673322226	3.432387579	3.242154101	3.170959645
Fbxw8	5.576076807	5.9391652	5.977099664	5.934103715	5.653675957
1700012C15Rik	2.015935661	2.034190148	2.066170484	2.184480043	2.093536275
Rwdd1	2.95275661	2.959388682	2.926877335	3.130005062	3.030370619
Fbxw9	5.717471065	5.830310259	5.791959052	5.964990005	5.79509244
C030023E24Rik	1.791041234	1.794194989	1.827082056	2.085523224	1.868674812
9130227C08Rik	6.706213141	6.55982153	6.327615518	6.367814108	6.783849986
AI507006	2.547365699	2.674903328	2.578631765	2.652201592	2.625029459
3830417A13Rik	3.1806207	3.447462515	3.444827123	3.341303375	3.258332463
Cask	2.724937771	2.650228788	2.686689204	2.689420764	2.802833647
BC030046	4.368637933	4.448233495	4.469296608	4.379694072	4.446537454
Msrb3	2.964925616	2.830620359	3.235864658	3.294298575	3.042847941
2810455O05Rik	3.275212987	3.090847745	3.509554497	3.31940859	3.353204489
1700025F22Rik	1.884593293	1.920464521	1.852361419	1.839680809	1.962615086
affy_1459022_at	4.5485076	4.479257294	4.539794442	4.518146576	4.626601144
4930544N03Rik	2.766230833	2.792726482	2.860803943	2.790723921	2.844325685
Mpped2	2.768603597	2.863981553	2.826209212	2.786355956	2.8467035
0610009K11Rik	4.900165932	5.126517635	4.936959127	4.949210472	4.978277463
Rnf41	6.761705985	7.051727441	7.373634893	7.056317194	6.839969806
Havcr1	3.199191927	3.239371198	3.362245853	3.281807044	3.277459252
Mael	1.964786589	2.361839607	1.909047532	2.056394125	2.043099923
affy_1445807_at	2.360448369	2.65708978	2.418485472	2.450415683	2.438763529
Il1a	2.635676342	2.664436406	2.667083965	2.590827235	2.714016915
1700019O17Rik	4.016658645	4.155472064	4.160345996	4.230074525	4.095008161
D8Ertd587e	6.906605569	7.071772031	6.828375189	6.75098728	6.984983611
affy_1439955_at	3.43302673	3.369610814	3.212546791	3.447286242	3.511407461
Igsf1	3.165603024	2.94518604	3.043831344	3.093285553	3.244043747
Myod1	3.158783507	3.081198906	3.2984348	3.383604928	3.237266992
Gfm2	4.475017765	5.011374318	5.254804457	4.990823949	4.553532246
4933415L06Rik	2.47744249	2.465274877	2.477695782	2.341248126	2.555958139
affy_1445249_at	1.850144535	2.02091287	1.945353003	1.931766423	1.928660328
3110006I21Rik	2.736822809	2.838022169	2.673339191	2.815279578	2.81534947
Syf2	8.832038927	8.69599481	8.9675417	8.833716758	8.910624773
2310007F21Rik	4.627128357	4.664153864	4.601153032	4.767385186	4.705763904
1700125H20Rik	3.253028195	3.328369704	3.346316874	3.219154199	3.3316666
affy_1440910_at	2.148620008	2.228861126	2.232503142	2.136879947	2.227315689
Psd	6.009383493	5.975482565	6.119979273	5.960131855	6.088092601
9430041P20Rik	3.136999147	3.025174863	3.041547015	3.152072274	3.215770943
Fgf21	4.264057386	4.420527773	4.074258229	4.192705948	4.342852853
affy_1443697_at	2.576954914	2.721271033	2.44532802	2.67609823	2.655791106
Cyp1b1	2.717719221	2.870316455	3.037015869	2.792671367	2.796600756
Tssk2	2.998060378	3.114575174	3.083901171	3.136435434	3.076943389
Kcnu1	2.340427406	2.315689911	2.518507201	2.216846337	2.419375924
Prl	3.396214074	3.345439824	3.278540658	3.374628627	3.47528793
Gm118	3.638823582	3.748456255	3.634202055	3.654679334	3.717897802
Kbtbd3	4.368429544	4.151968627	3.882157515	4.38828528	4.447518103
affy_1445084_at	2.499363257	2.53940578	2.457293945	2.397295071	2.578576695
Hoxb2	3.578490542	3.595461013	3.544578708	3.615655292	3.6577346
affy_1434249_s_at	1.72858595	1.744062176	1.781873281	1.838257336	1.807836068
Fndc7	2.94656298	2.947027308	2.959807803	2.809329553	3.025846964
D5Ertd159e	2.574904947	2.418414388	2.151399417	2.417159833	2.654194205
E430002D04Rik	4.449100027	4.313081908	4.470333258	4.603430843	4.528450515
Ganab	6.17788999	6.034802079	5.821074644	6.257678077	6.257258619
AW549877	9.076144386	8.508811245	8.256477175	8.695715091	9.15552732
B230204H03Rik	3.000868126	3.139918355	3.106912589	3.312104891	3.080323136
Pnma1	2.410078019	2.326844852	2.483575695	2.374742106	2.489574518
Ihpk3	3.472254351	3.430290492	3.524911697	3.586338531	3.55179624
Arhgef19	2.952499893	2.66520616	2.865658615	2.97204566	3.032046787
Jmjd2d	2.89865661	3.049002106	2.852461386	2.793519622	2.978228034
